_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.rule.frequency,_source.previous_output,_source.data.uid,_source.data.euid,_source.data.tty,_source.data.srcuser,_source.data.file,_source.data.title,_source.previous_log,_source.data.extra_data,_source.data.pwd,_source.data.command,_source.decoder.ftscomment
wazuh-alerts-4.x-2025.07.26,BZOsRpgBX3sI58YkKhF-,1,1,oem-vm,sshd,Jul 26 14:19:02,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39564,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",234,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:02 oem-vm sshd[4153]: Failed password for root from 192.168.5.128 port 39564 ssh2,log,"Jul 26, 2025 @ 12:19:02.898",/var/log/auth.log,1753532342.225010,"Jul 26, 2025 @ 12:19:02.898", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,BpOsRpgBX3sI58YkKhF-,1,1,oem-vm,sshd,Jul 26 14:19:02,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39560,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",235,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:02 oem-vm sshd[4152]: Failed password for root from 192.168.5.128 port 39560 ssh2,log,"Jul 26, 2025 @ 12:19:02.898",/var/log/auth.log,1753532342.225486,"Jul 26, 2025 @ 12:19:02.898", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,C5OsRpgBX3sI58YkKhF-,1,1,oem-vm,sshd,Jul 26 14:19:02,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39544,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",239,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:02 oem-vm sshd[4136]: Failed password for root from 192.168.5.128 port 39544 ssh2,log,"Jul 26, 2025 @ 12:19:02.908",/var/log/auth.log,1753532342.227866,"Jul 26, 2025 @ 12:19:02.908", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,DZOsRpgBX3sI58YkKhF-,1,1,oem-vm,sshd,Jul 26 14:19:02,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39572,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",241,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:19:02 oem-vm sshd[4161]: Failed password for root from 192.168.5.128 port 39572 ssh2,log,"Jul 26, 2025 @ 12:19:02.913",/var/log/auth.log,1753532342.228818,"Jul 26, 2025 @ 12:19:02.913", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,F5OsRpgBX3sI58YkKhF-,1,1,oem-vm,sshd,Jul 26 14:19:02,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39538,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,36,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:02 oem-vm sshd[4133]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39538 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:02.952",/var/log/auth.log,1753532342.233471,"Jul 26, 2025 @ 12:19:02.952", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,H5OsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39546,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,37,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4141]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39546 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:04.893",/var/log/auth.log,1753532344.238827,"Jul 26, 2025 @ 12:19:04.893", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,IJOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",37, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:04 oem-vm sshd[4141]: Disconnecting authenticating user root 192.168.5.128 port 39546: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:04.895",/var/log/auth.log,1753532344.239209,"Jul 26, 2025 @ 12:19:04.895", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,IZOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",28,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4141]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.897",/var/log/auth.log,1753532344.239702,"Jul 26, 2025 @ 12:19:04.897", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,JJOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",29,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4143]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.906",/var/log/auth.log,1753532344.241115,"Jul 26, 2025 @ 12:19:04.906", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,J5OsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",30,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4144]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.914",/var/log/auth.log,1753532344.242528,"Jul 26, 2025 @ 12:19:04.914", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,K5OsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",40, , , ,2501,"[""7.8""]", ,sshd,Jul 26 14:19:04 oem-vm sshd[4147]: Disconnecting authenticating user root 192.168.5.128 port 39552: Too many authentication failures [preauth],log,"Jul 26, 2025 @ 12:19:04.925",/var/log/auth.log,1753532344.244400,"Jul 26, 2025 @ 12:19:04.925", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,LJOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Multiple authentication failures.,"[""syslog"",""attacks"",""authentication_failures""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",10,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",40111,"[""7.1"",""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4147]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.927",/var/log/auth.log,1753532344.244893,"Jul 26, 2025 @ 12:19:04.927",12,"Jul 26 14:19:04 oem-vm sshd[4147]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39552 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4147]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39552 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4144]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:04 oem-vm sshd[4144]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39550 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4144]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39550 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4143]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:04 oem-vm sshd[4143]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39548 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4143]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39548 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4141]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root
Jul 26 14:19:04 oem-vm sshd[4141]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39546 ssh2 [preauth]
Jul 26 14:19:04 oem-vm sshd[4141]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39546 ssh2 [preauth]", , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,NJOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39564,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,42,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4153]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39564 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:04.951",/var/log/auth.log,1753532344.250249,"Jul 26, 2025 @ 12:19:04.951", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,N5OsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",32,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4153]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.956",/var/log/auth.log,1753532344.251600,"Jul 26, 2025 @ 12:19:04.956", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,OpOsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root, ,false,10,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",33,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4152]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.5.128  user=root,log,"Jul 26, 2025 @ 12:19:04.965",/var/log/auth.log,1753532344.253013,"Jul 26, 2025 @ 12:19:04.965", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,O5OsRpgBX3sI58YkLhG1,1,1,oem-vm,sshd,Jul 26 14:19:04,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39558,false,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,44,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,sshd,Jul 26 14:19:04 oem-vm sshd[4151]: error: maximum authentication attempts exceeded for root from 192.168.5.128 port 39558 ssh2 [preauth],log,"Jul 26, 2025 @ 12:19:04.968",/var/log/auth.log,1753532344.253551,"Jul 26, 2025 @ 12:19:04.968", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,wJOqRpgBX3sI58Ykxg9W,1,1,oem-vm,sshd,Jul 26 14:17:29,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39470,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",61,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:17:29 oem-vm sshd[4025]: Failed password for root from 192.168.5.128 port 39470 ssh2,log,"Jul 26, 2025 @ 12:17:30.766",/var/log/auth.log,1753532250.50872,"Jul 26, 2025 @ 12:17:30.766", , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.26,wpOqRpgBX3sI58Ykxg9W,1,1,oem-vm,sshd,Jul 26 14:17:30,192.168.5.136,wazuh,001,wazuh-vm,192.168.5.128,root,39490,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",63,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Jul 26 14:17:30 oem-vm sshd[4034]: Failed password for root from 192.168.5.128 port 39490 ssh2,log,"Jul 26, 2025 @ 12:17:30.767",/var/log/auth.log,1753532250.51822,"Jul 26, 2025 @ 12:17:30.767", , , , , , , , , , , , , 
